Datetime;Area of dayzone / m2;Area of nightzone / m2;Q heating system building / W;TSensor of dayzone / K;TSensor of nightzone / K
29578800;64.0;64.0;0.0;290.194396973;290.687164307
29579400;64.0;64.0;0.0;290.163574219;290.605163574
29580000;64.0;64.0;0.0;290.139984131;290.537414551
29580600;64.0;64.0;0.0;290.120422363;290.479064941
29581200;64.0;64.0;0.0;290.101623535;290.425079346
29581800;64.0;64.0;0.0;290.083740234;290.375061035
29582400;64.0;64.0;0.0;290.06628418;290.328033447
29583000;64.0;64.0;0.0;290.048461914;290.282897949
29583600;64.0;64.0;0.0;290.029510498;290.238342285
29584200;64.0;64.0;0.0;290.009979248;290.194824219
29584800;64.0;64.0;0.0;289.990264893;290.152496338
29585400;64.0;64.0;0.0;289.970733643;290.111663818
29586000;64.0;64.0;0.0;289.951690674;290.07244873
29586600;64.0;64.0;0.0;289.933410645;290.034942627
29587200;64.0;64.0;0.0;289.915924072;289.999084473
29587800;64.0;64.0;0.0;289.899169922;289.964660645
29588400;64.0;64.0;0.0;289.882843018;289.931304932
29589000;64.0;64.0;0.0;289.866455078;289.898468018
29589600;64.0;64.0;0.0;289.84967041;289.865570068
29590200;64.0;64.0;0.0;289.832092285;289.832183838
29590800;64.0;64.0;0.0;289.813537598;289.79800415
29591400;64.0;64.0;0.0;289.794067383;289.763031006
29592000;64.0;64.0;0.0;289.773895264;289.727294922
29592600;64.0;64.0;0.0;289.753295898;289.691101074
29593200;64.0;64.0;0.0;289.73248291;289.654602051
29593800;64.0;64.0;0.0;289.711669922;289.617980957
29594400;64.0;64.0;0.0;289.690948486;289.581329346
29595000;64.0;64.0;0.0;289.670288086;289.544647217
29595600;64.0;64.0;0.0;289.649627686;289.5078125
29596200;64.0;64.0;0.0;289.62878418;289.470703125
29596800;64.0;64.0;0.0;289.607543945;289.433044434
29597400;64.0;64.0;0.0;289.585784912;289.394744873
29598000;64.0;64.0;0.0;289.56338501;289.355682373
29598600;64.0;64.0;0.0;289.540344238;289.315734863
29599200;64.0;64.0;0.0;289.516723633;289.275024414
29599800;64.0;64.0;0.0;289.492675781;289.233581543
29600400;64.0;64.0;0.0;289.468261719;289.19152832
29601000;64.0;64.0;106.781204224;289.443603516;289.149230957
29601600;64.0;64.0;364.560821533;289.418731689;289.147338867
29602200;64.0;64.0;477.457519531;289.39364624;289.146514893
29602800;64.0;64.0;583.830993652;289.368347168;289.145721436
29603400;64.0;64.0;684.718811035;289.342956543;289.144989014
29604000;64.0;64.0;780.4296875;289.317504883;289.144287109
29604600;64.0;64.0;870.415527344;289.292144775;289.143615723
29605200;64.0;64.0;954.885681152;289.267059326;289.143005371
29605800;64.0;64.0;1034.53234863;289.242340088;289.142425537
29606400;64.0;64.0;1109.44921875;289.218048096;289.141876221
29607000;64.0;64.0;1180.47741699;289.19418335;289.141357422
29607600;64.0;64.0;1248.03161621;289.170715332;289.140869141
29608200;64.0;64.0;1437.31762695;289.149078369;289.140380859
29608800;64.0;64.0;1565.64477539;289.148590088;289.139923096
29609400;64.0;64.0;1673.83410645;289.148223877;289.139526367
29610000;64.0;64.0;10561.4648438;289.147888184;289.139099121
29610600;64.0;64.0;19347.2792969;290.497070312;290.320892334
29611200;64.0;64.0;19347.2792969;291.315948486;291.075805664
29611800;64.0;64.0;15639.7626953;291.782531738;291.104370117
29612400;64.0;64.0;15394.5126953;292.063568115;291.106170654
29613000;64.0;64.0;15207.6123047;292.251373291;291.107513428
29613600;64.0;64.0;15060.6660156;292.391540527;291.108612061
29614200;64.0;64.0;14943.0224609;292.505981445;291.109466553
29614800;64.0;64.0;14847.3867188;292.60534668;291.110168457
29615400;64.0;64.0;14768.2255859;292.695129395;291.110748291
29616000;64.0;64.0;14701.3994141;292.778259277;291.111236572
29616600;64.0;64.0;14643.7578125;292.856536865;291.111663818
29617200;64.0;64.0;14592.8847656;292.931152344;291.112030029
29617800;64.0;64.0;14547.1025391;293.002868652;291.112365723
29618400;64.0;64.0;14505.4892578;293.07232666;291.112670898
29619000;64.0;64.0;14467.3349609;293.139831543;291.112945557
29619600;64.0;64.0;14432.0664062;293.205749512;291.113220215
29620200;64.0;64.0;14399.2119141;293.270263672;291.113464355
29620800;64.0;64.0;14368.3935547;293.333618164;291.113677979
29621400;64.0;64.0;14339.4814453;293.395904541;291.113891602
29622000;64.0;64.0;14312.4150391;293.457275391;291.114074707
29622600;64.0;64.0;14287.0136719;293.517791748;291.11428833
29623200;64.0;64.0;14263.1533203;293.577545166;291.114440918
29623800;64.0;64.0;14240.7636719;293.63659668;291.114624023
29624400;64.0;64.0;14219.7919922;293.694946289;291.114776611
29625000;64.0;64.0;14200.0625;293.752624512;291.114898682
29625600;64.0;64.0;14181.2871094;293.809692383;291.11505127
29626200;64.0;64.0;14163.3339844;293.866149902;291.11517334
29626800;64.0;64.0;14146.0986328;293.922058105;291.11529541
29627400;64.0;64.0;14129.5537109;293.97744751;291.11541748
29628000;64.0;64.0;12024.6835938;294.032318115;291.115539551
29628600;64.0;64.0;9935.66113281;292.810058594;291.844238281
29629200;64.0;64.0;9935.66113281;292.147399902;292.28692627
29629800;64.0;64.0;9935.66113281;291.726745605;292.574645996
29630400;64.0;64.0;9935.66113281;291.414489746;292.77822876
29631000;64.0;64.0;9935.66113281;291.177947998;292.934875488
29631600;64.0;64.0;11205.8242188;291.140686035;293.064025879
29632200;64.0;64.0;10402.4628906;291.139862061;293.08392334
29632800;64.0;64.0;10237.6669922;291.139190674;293.085784912
29633400;64.0;64.0;10090.6171875;291.138641357;293.087402344
29634000;64.0;64.0;9956.52734375;291.138214111;293.08883667
29634600;64.0;64.0;9833.48339844;291.137817383;293.090118408
29635200;64.0;64.0;9722.06933594;291.137481689;293.091278076
29635800;64.0;64.0;9621.11621094;291.137176514;293.092315674
29636400;64.0;64.0;9526.57910156;291.136932373;293.093261719
29637000;64.0;64.0;9437.00292969;291.136688232;293.094177246
29637600;64.0;64.0;9351.33398438;291.136474609;293.095001221
29638200;64.0;64.0;9269.15136719;291.136260986;293.095794678
29638800;64.0;64.0;9190.56054688;291.136077881;293.096557617
29639400;64.0;64.0;9114.53613281;291.135925293;293.097290039
29640000;64.0;64.0;9039.08300781;291.135772705;293.097991943
29640600;64.0;64.0;8965.421875;291.135650635;293.09866333
29641200;64.0;64.0;8894.45117188;291.135498047;293.099304199
29641800;64.0;64.0;8827.39453125;291.135375977;293.099945068
29642400;64.0;64.0;8763.85839844;291.135253906;293.100524902
29643000;64.0;64.0;8703.02441406;291.135131836;293.101104736
29643600;64.0;64.0;8648.72753906;291.135009766;293.101623535
29644200;64.0;64.0;8600.15527344;291.134857178;293.102142334
29644800;64.0;64.0;8555.77929688;291.134674072;293.102630615
29645400;64.0;64.0;8514.55664062;291.134521484;293.103088379
29646000;64.0;64.0;8475.58886719;291.134338379;293.103546143
29646600;64.0;64.0;8440.67285156;291.134185791;293.103973389
29647200;64.0;64.0;8411.91503906;291.133972168;293.104370117
29647800;64.0;64.0;8387.61816406;291.133789062;293.104736328
29648400;64.0;64.0;8365.41308594;291.133575439;293.105102539
29649000;64.0;64.0;8342.48535156;291.133392334;293.10546875
29649600;64.0;64.0;8315.69140625;291.133239746;293.105834961
29650200;64.0;64.0;8285.875;291.133087158;293.106201172
29650800;64.0;64.0;8257.15039062;291.132965088;293.106536865
29651400;64.0;64.0;8229.50195312;291.1328125;293.106872559
29652000;64.0;64.0;8202.39257812;291.13269043;293.107208252
29652600;64.0;64.0;8175.02587891;291.132537842;293.107543945
29653200;64.0;64.0;8146.57373047;291.132415771;293.107879639
29653800;64.0;64.0;8116.27490234;291.132324219;293.108215332
29654400;64.0;64.0;8084.11083984;291.132232666;293.108551025
29655000;64.0;64.0;8050.484375;291.132141113;293.108886719
29655600;64.0;64.0;8016.01171875;291.132049561;293.109222412
29656200;64.0;64.0;7981.50195312;291.131988525;293.109527588
29656800;64.0;64.0;7947.95068359;291.131896973;293.109863281
29657400;64.0;64.0;7917.85351562;291.131835938;293.110168457
29658000;64.0;64.0;7892.96777344;291.131744385;293.110443115
29658600;64.0;64.0;7872.57275391;291.131622314;293.110687256
29659200;64.0;64.0;7855.63720703;291.131530762;293.110900879
29659800;64.0;64.0;7840.91601562;291.131408691;293.11114502
29660400;64.0;64.0;3913.49487305;291.131286621;293.111358643
29661000;64.0;64.0;0.0;290.821807861;292.369354248
29661600;64.0;64.0;0.0;290.599609375;291.88482666
29662200;64.0;64.0;0.0;290.43637085;291.525970459
29662800;64.0;64.0;0.0;290.316589355;291.259246826
29663400;64.0;64.0;0.0;290.227203369;291.061096191
29664000;64.0;64.0;0.0;290.158782959;290.909088135
29664600;64.0;64.0;0.0;290.104858398;290.788116455
29665200;64.0;64.0;0.0;290.061157227;290.688568115
29665800;64.0;64.0;0.0;290.025177002;290.604736328
29666400;64.0;64.0;0.0;289.995147705;290.532867432
29667000;64.0;64.0;0.0;289.969055176;290.469604492
29667600;64.0;64.0;0.0;289.944946289;290.411804199
29668200;64.0;64.0;0.0;289.92276001;290.358764648
29668800;64.0;64.0;0.0;289.90222168;290.309753418
29669400;64.0;64.0;0.0;289.883087158;290.264282227
29670000;64.0;64.0;0.0;289.86517334;290.221862793
29670600;64.0;64.0;0.0;289.848510742;290.182220459
29671200;64.0;64.0;0.0;289.83291626;290.145080566
29671800;64.0;64.0;0.0;289.818267822;290.110046387
29672400;64.0;64.0;0.0;289.804443359;290.076934814
29673000;64.0;64.0;0.0;289.791412354;290.045562744
29673600;64.0;64.0;0.0;289.779083252;290.015686035
29674200;64.0;64.0;0.0;289.767150879;289.986999512
29674800;64.0;64.0;0.0;289.755493164;289.959136963
29675400;64.0;64.0;0.0;289.743804932;289.93182373
29676000;64.0;64.0;0.0;289.731903076;289.904693604
29676600;64.0;64.0;0.0;289.71963501;289.877593994
29677200;64.0;64.0;0.0;289.706970215;289.85043335
29677800;64.0;64.0;0.0;289.693969727;289.823150635
29678400;64.0;64.0;0.0;289.680755615;289.795898438
29679000;64.0;64.0;0.0;289.667449951;289.768737793
29679600;64.0;64.0;0.0;289.654052734;289.741577148
29680200;64.0;64.0;0.0;289.64050293;289.714324951
29680800;64.0;64.0;0.0;289.62677002;289.686920166
29681400;64.0;64.0;0.0;289.612792969;289.659240723
29682000;64.0;64.0;0.0;289.59854126;289.631256104
29682600;64.0;64.0;0.0;289.58404541;289.602905273
29683200;64.0;64.0;0.0;289.569213867;289.574188232
29683800;64.0;64.0;0.0;289.554046631;289.545013428
29684400;64.0;64.0;0.0;289.538574219;289.515411377
29685000;64.0;64.0;0.0;289.522705078;289.485321045
29685600;64.0;64.0;0.0;289.506500244;289.454711914
29686200;64.0;64.0;0.0;289.489929199;289.423614502
29686800;64.0;64.0;0.0;289.473052979;289.392059326
29687400;64.0;64.0;0.0;289.4559021;289.360076904
29688000;64.0;64.0;0.0;289.43850708;289.327667236
29688600;64.0;64.0;0.0;289.420776367;289.294799805
29689200;64.0;64.0;0.0;289.402709961;289.261383057
29689800;64.0;64.0;0.0;289.384216309;289.227386475
29690400;64.0;64.0;0.0;289.365325928;289.192871094
29691000;64.0;64.0;0.0;289.346160889;289.15802002
29691600;64.0;64.0;270.573669434;289.326843262;289.148010254
29692200;64.0;64.0;357.468017578;289.30758667;289.147369385
29692800;64.0;64.0;436.1277771;289.288574219;289.146789551
29693400;64.0;64.0;508.416015625;289.269958496;289.146270752
29694000;64.0;64.0;575.90057373;289.25177002;289.145782471
29694600;64.0;64.0;639.268920898;289.233886719;289.145324707
29695200;64.0;64.0;699.080078125;289.216308594;289.144866943
29695800;64.0;64.0;755.754516602;289.198944092;289.144470215
29696400;64.0;64.0;10078.4560547;289.181793213;289.144073486
29697000;64.0;64.0;19347.2792969;290.556732178;290.421661377
29697600;64.0;64.0;15198.4394531;291.378234863;291.10760498
29698200;64.0;64.0;14855.7158203;291.844146729;291.110107422
29698800;64.0;64.0;14630.4804688;292.125396729;291.111755371
29699400;64.0;64.0;14456.5761719;292.314697266;291.113037109
29700000;64.0;64.0;14318.125;292.457366943;291.114044189
29700600;64.0;64.0;14204.9306641;292.575134277;291.114868164
29701200;64.0;64.0;14109.9755859;292.678588867;291.115570068
29701800;64.0;64.0;14028.8222656;292.773193359;291.11618042
29702400;64.0;64.0;13958.5439453;292.861755371;291.116668701
29703000;64.0;64.0;13897.2275391;292.945831299;291.117126465
29703600;64.0;64.0;13843.6708984;293.026397705;291.117523193
29704200;64.0;64.0;13796.9042969;293.103973389;291.117858887
29704800;64.0;64.0;13755.7451172;293.179016113;291.118164062
29705400;64.0;64.0;13719.1826172;293.251861572;291.118438721
29706000;64.0;64.0;13686.3037109;293.322875977;291.118682861
29706600;64.0;64.0;13656.2890625;293.392272949;291.118896484
29707200;64.0;64.0;13628.3798828;293.460388184;291.119110107
29707800;64.0;64.0;13602.1376953;293.527404785;291.119293213
29708400;64.0;64.0;13577.5908203;293.593414307;291.119476318
29709000;64.0;64.0;13554.5683594;293.658508301;291.119628906
29709600;64.0;64.0;13532.8339844;293.722747803;291.119812012
29710200;64.0;64.0;13512.171875;293.786224365;291.1199646
29710800;64.0;64.0;13492.4355469;293.848968506;291.12008667
29711400;64.0;64.0;13474.8925781;293.91104126;291.120239258
29712000;64.0;64.0;13460.7792969;293.972259521;291.120330811
29712600;64.0;64.0;13449.2802734;294.032623291;291.120422363
29713200;64.0;64.0;13068.1982422;294.083740234;291.120483398
29713800;64.0;64.0;12822.5820312;294.085479736;291.120544434
29714400;64.0;64.0;11265.2460938;294.08706665;291.120635986
29715000;64.0;64.0;9935.66113281;292.926239014;291.944396973
29715600;64.0;64.0;9935.66113281;292.298095703;292.445648193
29716200;64.0;64.0;9935.66113281;291.905151367;292.770874023
29716800;64.0;64.0;9935.66113281;291.62097168;293.000610352
29717400;64.0;64.0;8713.359375;291.402435303;293.086151123
29718000;64.0;64.0;8396.83496094;291.235321045;293.088470459
29718600;64.0;64.0;8904.484375;291.144378662;293.090393066
29719200;64.0;64.0;8797.27050781;291.14352417;293.092010498
29719800;64.0;64.0;8697.0546875;291.142883301;293.093383789
29720400;64.0;64.0;8610.52539062;291.142303467;293.094604492
29721000;64.0;64.0;8537.67382812;291.14175415;293.095672607
29721600;64.0;64.0;8478.75;291.141265869;293.096618652
29722200;64.0;64.0;8432.3984375;291.140777588;293.097412109
29722800;64.0;64.0;8395.40332031;291.140319824;293.098144531
29723400;64.0;64.0;8365.70019531;291.139892578;293.0987854
29724000;64.0;64.0;8341.08789062;291.13949585;293.099395752
29724600;64.0;64.0;8319.39355469;291.139099121;293.099945068
29725200;64.0;64.0;8298.50195312;291.13873291;293.100463867
29725800;64.0;64.0;8277.44628906;291.138397217;293.100952148
29726400;64.0;64.0;8257.09765625;291.138092041;293.101409912
29727000;64.0;64.0;8237.63085938;291.137786865;293.101867676
29727600;64.0;64.0;8219.03710938;291.137481689;293.102294922
29728200;64.0;64.0;8201.08398438;291.137207031;293.10269165
29728800;64.0;64.0;8184.28710938;291.136962891;293.103057861
29729400;64.0;64.0;8167.39941406;291.13671875;293.103424072
29730000;64.0;64.0;8148.40722656;291.136474609;293.103820801
29730600;64.0;64.0;8127.48730469;291.136260986;293.104187012
29731200;64.0;64.0;8104.34863281;291.136077881;293.104553223
29731800;64.0;64.0;8080.12451172;291.135894775;293.104888916
29732400;64.0;64.0;8055.95703125;291.13571167;293.105255127
29733000;64.0;64.0;8034.64990234;291.135559082;293.105560303
29733600;64.0;64.0;8022.10742188;291.135375977;293.105834961
29734200;64.0;64.0;8017.20410156;291.135162354;293.106109619
29734800;64.0;64.0;8018.18652344;291.134918213;293.106323242
29735400;64.0;64.0;8022.90673828;291.134674072;293.106536865
29736000;64.0;64.0;8029.203125;291.134429932;293.106719971
29736600;64.0;64.0;8035.99511719;291.134185791;293.106903076
29737200;64.0;64.0;8043.75;291.13394165;293.107116699
29737800;64.0;64.0;8052.54638672;291.133728027;293.107269287
29738400;64.0;64.0;8062.54980469;291.133483887;293.107452393
29739000;64.0;64.0;8073.92333984;291.133239746;293.10760498
29739600;64.0;64.0;8086.82958984;291.132995605;293.107757568
29740200;64.0;64.0;8100.94628906;291.132751465;293.107879639
29740800;64.0;64.0;8115.72998047;291.132507324;293.108001709
29741400;64.0;64.0;8131.16796875;291.132293701;293.108123779
29742000;64.0;64.0;8147.45703125;291.132049561;293.10824585
29742600;64.0;64.0;8164.87890625;291.131835938;293.108337402
29743200;64.0;64.0;8183.8046875;291.131591797;293.108428955
29743800;64.0;64.0;8204.88671875;291.131347656;293.108520508
29744400;64.0;64.0;8228.16601562;291.131103516;293.108581543
29745000;64.0;64.0;8252.97851562;291.130859375;293.108673096
29745600;64.0;64.0;8278.47753906;291.130615234;293.108703613
29746200;64.0;64.0;8303.67773438;291.130401611;293.108764648
29746800;64.0;64.0;4163.76611328;291.130157471;293.108825684
29747400;64.0;64.0;0.0;290.795196533;292.318786621
29748000;64.0;64.0;0.0;290.55267334;291.797363281
29748600;64.0;64.0;0.0;290.375396729;291.409973145
29749200;64.0;64.0;0.0;290.245269775;291.125396729
29749800;64.0;64.0;0.0;290.147857666;290.913848877
29750400;64.0;64.0;0.0;290.073120117;290.751037598
29751000;64.0;64.0;0.0;290.015563965;290.622589111
29751600;64.0;64.0;0.0;289.971862793;290.520233154
29752200;64.0;64.0;0.0;289.939727783;290.438690186
29752800;64.0;64.0;0.0;289.917388916;290.374237061
29753400;64.0;64.0;0.0;289.900390625;290.320770264
29754000;64.0;64.0;0.0;289.880767822;290.26751709
29754600;64.0;64.0;0.0;289.860748291;290.216064453
29755200;64.0;64.0;0.0;289.840789795;290.166809082
29755800;64.0;64.0;0.0;289.820831299;290.119506836
29756400;64.0;64.0;0.0;289.799285889;290.072021484
29757000;64.0;64.0;0.0;289.77722168;290.025299072
29757600;64.0;64.0;0.0;289.755126953;289.979766846
29758200;64.0;64.0;0.0;289.733276367;289.935516357
29758800;64.0;64.0;0.0;289.71182251;289.892730713
29759400;64.0;64.0;0.0;289.690917969;289.851348877
29760000;64.0;64.0;0.0;289.670501709;289.811218262
29760600;64.0;64.0;0.0;289.650390625;289.772064209
29761200;64.0;64.0;0.0;289.630310059;289.73348999
29761800;64.0;64.0;0.0;289.610107422;289.695220947
29762400;64.0;64.0;0.0;289.589904785;289.657318115
29763000;64.0;64.0;0.0;289.569885254;289.619812012
29763600;64.0;64.0;0.0;289.550048828;289.582733154
29764200;64.0;64.0;0.0;289.53036499;289.545928955
29764800;64.0;64.0;0.0;289.510559082;289.509124756
29765400;64.0;64.0;0.0;289.490264893;289.471862793
29766000;64.0;64.0;0.0;289.469238281;289.433776855
29766600;64.0;64.0;0.0;289.447296143;289.39465332
29767200;64.0;64.0;0.0;289.424407959;289.354431152
29767800;64.0;64.0;0.0;289.400848389;289.313293457
29768400;64.0;64.0;0.0;289.376739502;289.271331787
29769000;64.0;64.0;0.0;289.352172852;289.228668213
29769600;64.0;64.0;0.0;289.32711792;289.185211182
29770200;64.0;64.0;274.793609619;289.301422119;289.147979736
29770800;64.0;64.0;409.866851807;289.274993896;289.147003174
29771400;64.0;64.0;533.739868164;289.247894287;289.146087646
29772000;64.0;64.0;651.617370605;289.220245361;289.145233154
29772600;64.0;64.0;765.135498047;289.192077637;289.144378662
29773200;64.0;64.0;874.829589844;289.163421631;289.143585205
29773800;64.0;64.0;1187.88562012;289.148498535;289.142822266
29774400;64.0;64.0;1367.00878906;289.147949219;289.142059326
29775000;64.0;64.0;1541.17810059;289.147399902;289.141296387
29775600;64.0;64.0;1710.9440918;289.146881104;289.140563965
29776200;64.0;64.0;1876.40246582;289.146392822;289.139862061
29776800;64.0;64.0;2037.40270996;289.145904541;289.139160156
29777400;64.0;64.0;2192.10913086;289.145446777;289.13848877
29778000;64.0;64.0;2335.43359375;289.145019531;289.137878418
29778600;64.0;64.0;2470.47607422;289.144592285;289.137298584
29779200;64.0;64.0;2598.41699219;289.144226074;289.136749268
29779800;64.0;64.0;2716.62133789;289.143859863;289.136230469
29780400;64.0;64.0;2823.00268555;289.14352417;289.135772705
29781000;64.0;64.0;2919.2121582;289.143249512;289.135375977
29781600;64.0;64.0;3007.63110352;289.142974854;289.134979248
29782200;64.0;64.0;3091.0871582;289.142730713;289.134613037
29782800;64.0;64.0;11259.9833984;289.142486572;289.134277344
29783400;64.0;64.0;19347.2792969;290.388092041;290.224914551
29784000;64.0;64.0;19347.2792969;291.130828857;290.916748047
29784600;64.0;64.0;16431.6953125;291.553955078;291.098571777
29785200;64.0;64.0;16164.1376953;291.810119629;291.100524902
29785800;64.0;64.0;15962.5878906;291.982269287;291.101989746
29786400;64.0;64.0;15804.4472656;292.111297607;291.103149414
29787000;64.0;64.0;15677.9140625;292.21697998;291.104095459
29787600;64.0;64.0;15575.3066406;292.308898926;291.104827881
29788200;64.0;64.0;15490.6035156;292.392028809;291.10546875
29788800;64.0;64.0;15419.3164062;292.469085693;291.105987549
29789400;64.0;64.0;15357.9775391;292.541687012;291.106414795
29790000;64.0;64.0;15303.8320312;292.610961914;291.106811523
29790600;64.0;64.0;15255.1611328;292.677642822;291.107177734
29791200;64.0;64.0;15211.2207031;292.742248535;291.107513428
29791800;64.0;64.0;15171.1855469;292.805084229;291.107788086
29792400;64.0;64.0;15134.3867188;292.866394043;291.108062744
29793000;64.0;64.0;15100.2626953;292.926361084;291.108306885
29793600;64.0;64.0;15068.3623047;292.985229492;291.108551025
29794200;64.0;64.0;15038.5361328;293.043060303;291.108764648
29794800;64.0;64.0;15010.84375;293.099975586;291.108978271
29795400;64.0;64.0;14985.0429688;293.155975342;291.109161377
29796000;64.0;64.0;14960.8076172;293.211151123;291.109344482
29796600;64.0;64.0;14937.7900391;293.265563965;291.10949707
29797200;64.0;64.0;14915.6982422;293.319335938;291.109680176
29797800;64.0;64.0;14894.4160156;293.372528076;291.109832764
29798400;64.0;64.0;14873.9882812;293.425231934;291.109985352
29799000;64.0;64.0;14854.3066406;293.477416992;291.110107422
29799600;64.0;64.0;14835.2421875;293.529144287;291.11026001
29800200;64.0;64.0;14816.6455078;293.580505371;291.11038208
29800800;64.0;64.0;12367.015625;293.631500244;291.110534668
29801400;64.0;64.0;9935.66113281;292.403381348;291.74597168
29802000;64.0;64.0;9935.66113281;291.731445312;292.131561279
29802600;64.0;64.0;9935.66113281;291.295074463;292.383209229
29803200;64.0;64.0;11984.90625;291.134979248;292.562347412
29803800;64.0;64.0;12111.5224609;291.134063721;292.701019287
29804400;64.0;64.0;12197.9667969;291.133422852;292.815948486
29805000;64.0;64.0;12264.5273438;291.13293457;292.916046143
29805600;64.0;64.0;12314.9941406;291.132568359;293.006469727
29806200;64.0;64.0;11868.9511719;291.132293701;293.080749512
29806800;64.0;64.0;11650.2431641;291.132080078;293.082550049
29807400;64.0;64.0;11473.7705078;291.131866455;293.084075928
29808000;64.0;64.0;11322.2021484;291.131622314;293.085418701
29808600;64.0;64.0;11188.9208984;291.131378174;293.086608887
29809200;64.0;64.0;11069.4111328;291.131164551;293.08770752
29809800;64.0;64.0;10960.1074219;291.130950928;293.088745117
29810400;64.0;64.0;10858.6367188;291.130737305;293.089691162
29811000;64.0;64.0;10763.6318359;291.130554199;293.090576172
29811600;64.0;64.0;10674.2167969;291.130340576;293.091430664
29812200;64.0;64.0;10589.1445312;291.130157471;293.092224121
29812800;64.0;64.0;10507.3603516;291.130004883;293.093017578
29813400;64.0;64.0;10428.5400391;291.129821777;293.09375
29814000;64.0;64.0;10352.4824219;291.129669189;293.094451904
29814600;64.0;64.0;10279.0517578;291.129547119;293.095153809
29815200;64.0;64.0;10208.1845703;291.129394531;293.095794678
29815800;64.0;64.0;10139.796875;291.129272461;293.096435547
29816400;64.0;64.0;10073.609375;291.129119873;293.097045898
29817000;64.0;64.0;10009.3076172;291.12902832;293.097625732
29817600;64.0;64.0;9946.59472656;291.12890625;293.098205566
29818200;64.0;64.0;9885.2109375;291.12878418;293.0987854
29818800;64.0;64.0;9824.92773438;291.128692627;293.099334717
29819400;64.0;64.0;9767.02929688;291.128570557;293.099853516
29820000;64.0;64.0;9713.03417969;291.128479004;293.100341797
29820600;64.0;64.0;9662.27929688;291.128356934;293.100830078
29821200;64.0;64.0;9613.74023438;291.128265381;293.101287842
29821800;64.0;64.0;9566.12011719;291.128173828;293.101745605
29822400;64.0;64.0;9517.9140625;291.128082275;293.102172852
29823000;64.0;64.0;9468.32519531;291.127990723;293.102630615
29823600;64.0;64.0;9417.97753906;291.127929688;293.103057861
29824200;64.0;64.0;9367.30859375;291.127868652;293.103485107
29824800;64.0;64.0;9316.9296875;291.127838135;293.103912354
29825400;64.0;64.0;9267.47460938;291.1277771;293.104309082
29826000;64.0;64.0;9219.86328125;291.127716064;293.104705811
29826600;64.0;64.0;9174.53417969;291.127685547;293.105102539
29827200;64.0;64.0;9130.52734375;291.127624512;293.10546875
29827800;64.0;64.0;9087.68847656;291.127593994;293.105804443
29828400;64.0;64.0;9045.89355469;291.127563477;293.106170654
29829000;64.0;64.0;9005.03710938;291.127502441;293.106506348
29829600;64.0;64.0;8965.04492188;291.127471924;293.106842041
29830200;64.0;64.0;8925.82910156;291.127441406;293.107147217
29830800;64.0;64.0;8887.41699219;291.127410889;293.10748291
29831400;64.0;64.0;8849.94824219;291.127380371;293.107788086
29832000;64.0;64.0;8813.49609375;291.127349854;293.108062744
29832600;64.0;64.0;8778.140625;291.127319336;293.10836792
29833200;64.0;64.0;4371.99804688;291.127288818;293.108642578
29833800;64.0;64.0;0.0;290.750976562;292.319274902
29834400;64.0;64.0;0.0;290.490081787;291.806549072
29835000;64.0;64.0;0.0;290.298309326;291.428771973
29835600;64.0;64.0;0.0;290.158660889;291.149993896
29836200;64.0;64.0;0.0;290.055603027;290.944061279
29836800;64.0;64.0;0.0;289.977508545;290.786682129
29837400;64.0;64.0;0.0;289.916595459;290.661682129
29838000;64.0;64.0;0.0;289.868011475;290.559234619
29838600;64.0;64.0;0.0;289.82824707;290.472839355
29839200;64.0;64.0;0.0;289.794708252;290.398040771
29839800;64.0;64.0;0.0;289.765106201;290.331207275
29840400;64.0;64.0;0.0;289.737304688;290.269287109
29841000;64.0;64.0;0.0;289.711364746;290.211761475
29841600;64.0;64.0;0.0;289.686859131;290.157928467
29842200;64.0;64.0;0.0;289.663513184;290.107208252
29842800;64.0;64.0;0.0;289.641235352;290.059204102
29843400;64.0;64.0;0.0;289.620025635;290.01373291
29844000;64.0;64.0;0.0;289.599975586;289.97064209
29844600;64.0;64.0;0.0;289.58102417;289.929748535
29845200;64.0;64.0;0.0;289.563171387;289.890960693
29845800;64.0;64.0;0.0;289.546295166;289.854034424
29846400;64.0;64.0;0.0;289.530181885;289.818634033
29847000;64.0;64.0;0.0;289.514373779;289.784240723
29847600;64.0;64.0;0.0;289.498657227;289.750457764
29848200;64.0;64.0;0.0;289.482818604;289.71697998
29848800;64.0;64.0;0.0;289.46661377;289.683563232
29849400;64.0;64.0;0.0;289.450195312;289.650177002
29850000;64.0;64.0;0.0;289.435424805;289.619049072
29850600;64.0;64.0;0.0;289.428161621;289.597503662
29851200;64.0;64.0;0.0;289.430755615;289.589569092
29851800;64.0;64.0;0.0;289.443206787;289.595916748
29852400;64.0;64.0;0.0;289.463775635;289.614379883
29853000;64.0;64.0;0.0;289.487915039;289.638885498
29853600;64.0;64.0;0.0;289.51071167;289.662261963
29854200;64.0;64.0;0.0;289.532348633;289.683685303
29854800;64.0;64.0;0.0;289.552154541;289.702453613
29855400;64.0;64.0;0.0;289.569671631;289.718231201
29856000;64.0;64.0;0.0;289.585876465;289.73236084
29856600;64.0;64.0;0.0;289.60546875;289.748138428
29857200;64.0;64.0;0.0;289.618164062;289.756744385
29857800;64.0;64.0;0.0;289.621795654;289.759002686
29858400;64.0;64.0;0.0;289.629699707;289.762451172
