Datetime;Area of dayzone / m2;Area of nightzone / m2;Q heating system building / W;TSensor of dayzone / K;TSensor of nightzone / K
3471600;64.0;64.0;9558.13867188;291.128265381;293.10168457
3472200;64.0;64.0;9542.39648438;291.128082275;293.101989746
3472800;64.0;64.0;9526.34765625;291.12789917;293.102294922
3473400;64.0;64.0;9510.99609375;291.127716064;293.10256958
3474000;64.0;64.0;9497.26171875;291.127563477;293.102844238
3474600;64.0;64.0;9485.71289062;291.127380371;293.103118896
3475200;64.0;64.0;9476.12890625;291.127197266;293.103363037
3475800;64.0;64.0;9468.14355469;291.127044678;293.10357666
3476400;64.0;64.0;9461.29394531;291.126861572;293.103790283
3477000;64.0;64.0;9455.04296875;291.126708984;293.104003906
3477600;64.0;64.0;9448.81835938;291.126525879;293.104217529
3478200;64.0;64.0;9442.59472656;291.126373291;293.104431152
3478800;64.0;64.0;9436.95703125;291.126220703;293.104614258
3479400;64.0;64.0;9431.90429688;291.126098633;293.104797363
3480000;64.0;64.0;9427.28515625;291.125946045;293.104980469
3480600;64.0;64.0;9422.86035156;291.125793457;293.105163574
3481200;64.0;64.0;4709.1875;291.125671387;293.105316162
3481800;64.0;64.0;0.0;290.715118408;292.254455566
3482400;64.0;64.0;0.0;290.427764893;291.696746826
3483000;64.0;64.0;0.0;290.221496582;291.287475586
3483600;64.0;64.0;0.0;290.07409668;290.993469238
3484200;64.0;64.0;0.0;289.973052979;290.78604126
3484800;64.0;64.0;0.0;289.912139893;290.646636963
3485400;64.0;64.0;0.0;289.889831543;290.567138672
3486000;64.0;64.0;0.0;289.89239502;290.527832031
3486600;64.0;64.0;0.0;289.910247803;290.514221191
3487200;64.0;64.0;0.0;289.927612305;290.505218506
3487800;64.0;64.0;0.0;289.944946289;290.499176025
3488400;64.0;64.0;0.0;289.952667236;290.484436035
3489000;64.0;64.0;0.0;289.952178955;290.461395264
3489600;64.0;64.0;0.0;289.94821167;290.435638428
3490200;64.0;64.0;0.0;289.943908691;290.411315918
3490800;64.0;64.0;0.0;289.942565918;290.39276123
3491400;64.0;64.0;0.0;289.944702148;290.381011963
3492000;64.0;64.0;0.0;289.948883057;290.374145508
3492600;64.0;64.0;0.0;289.955505371;290.372283936
3493200;64.0;64.0;0.0;289.964111328;290.374511719
3493800;64.0;64.0;0.0;289.973968506;290.379516602
3494400;64.0;64.0;0.0;289.984069824;290.385650635
3495000;64.0;64.0;0.0;289.993347168;290.391235352
3495600;64.0;64.0;0.0;290.001220703;290.395141602
3496200;64.0;64.0;0.0;290.007385254;290.396850586
3496800;64.0;64.0;0.0;290.012115479;290.396697998
3497400;64.0;64.0;0.0;290.015960693;290.395446777
3498000;64.0;64.0;0.0;290.019500732;290.394134521
3498600;64.0;64.0;0.0;290.025512695;290.393585205
3499200;64.0;64.0;0.0;290.026885986;290.393676758
3499800;64.0;64.0;0.0;290.032470703;290.395507812
3500400;64.0;64.0;0.0;290.036560059;290.398284912
3501000;64.0;64.0;0.0;290.043273926;290.403686523
3501600;64.0;64.0;0.0;290.048736572;290.407867432
3502200;64.0;64.0;0.0;290.053344727;290.410949707
3502800;64.0;64.0;0.0;290.057159424;290.412872314
3503400;64.0;64.0;0.0;290.060516357;290.413818359
3504000;64.0;64.0;0.0;290.063171387;290.413482666
3504600;64.0;64.0;0.0;290.06463623;290.411132812
3505200;64.0;64.0;0.0;290.06338501;290.402496338
3505800;64.0;64.0;0.0;290.061706543;290.397247314
3506400;64.0;64.0;0.0;290.051513672;290.375823975
3507000;64.0;64.0;0.0;290.044219971;290.361541748
3507600;64.0;64.0;0.0;290.031555176;290.336975098
3508200;64.0;64.0;0.0;290.016906738;290.309020996
3508800;64.0;64.0;0.0;290.000640869;290.278289795
3509400;64.0;64.0;0.0;289.975311279;290.232055664
3510000;64.0;64.0;0.0;289.961151123;290.206756592
3510600;64.0;64.0;0.0;289.927978516;290.148132324
3511200;64.0;64.0;0.0;289.911437988;290.118988037
3511800;64.0;64.0;0.0;289.883666992;290.069915771
3512400;64.0;64.0;0.0;289.854003906;290.01751709
3513000;64.0;64.0;0.0;289.823150635;289.962738037
3513600;64.0;64.0;0.0;289.790863037;289.905456543
3514200;64.0;64.0;0.0;289.757080078;289.845703125
3514800;64.0;64.0;0.0;289.722198486;289.784210205
3515400;64.0;64.0;0.0;289.687255859;289.722412109
3516000;64.0;64.0;0.0;289.653411865;289.661987305
3516600;64.0;64.0;0.0;289.620880127;289.60345459
3517200;64.0;64.0;14510.4589844;289.997833252;289.944885254
3517800;64.0;64.0;15575.6894531;291.268768311;291.037902832
3518400;64.0;64.0;13568.9238281;291.760192871;291.119537354
3519000;64.0;64.0;13433.0791016;292.220703125;291.120544434
3519600;64.0;64.0;13345.0839844;292.497406006;291.121185303
3520200;64.0;64.0;13281.5078125;292.682373047;291.121643066
3520800;64.0;64.0;13234.7265625;292.820739746;291.12197876
3521400;64.0;64.0;13199.6230469;292.934173584;291.122253418
3522000;64.0;64.0;13172.5126953;293.03326416;291.122436523
3522600;64.0;64.0;13151.2441406;293.123413086;291.122589111
3523200;64.0;64.0;13134.5615234;293.207580566;291.122711182
3523800;64.0;64.0;13121.7949219;293.287261963;291.122802734
3524400;64.0;64.0;13112.6884766;293.363464355;291.122894287
3525000;64.0;64.0;13106.859375;293.436737061;291.122924805
3525600;64.0;64.0;13103.4912109;293.507507324;291.122955322
3526200;64.0;64.0;13102.09375;293.576080322;291.122955322
3526800;64.0;64.0;13102.2607422;293.642791748;291.122955322
3527400;64.0;64.0;13103.671875;293.707855225;291.122955322
3528000;64.0;64.0;13106.0302734;293.771514893;291.122924805
3528600;64.0;64.0;13109.2109375;293.83392334;291.122894287
3529200;64.0;64.0;13113.2060547;293.895172119;291.12286377
3529800;64.0;64.0;13117.9169922;293.955413818;291.122833252
3530400;64.0;64.0;13123.2392578;294.014648438;291.122802734
3531000;64.0;64.0;13129.0556641;294.072998047;291.122772217
3531600;64.0;64.0;12619.4892578;294.08480835;291.122711182
3532200;64.0;64.0;12415.5058594;294.086364746;291.122650146
3532800;64.0;64.0;12231.2138672;294.087768555;291.122589111
3533400;64.0;64.0;12062.6982422;294.089080811;291.122528076
3534000;64.0;64.0;11906.0234375;294.090301514;291.122467041
3534600;64.0;64.0;11757.8876953;294.091430664;291.122406006
3535200;64.0;64.0;10775.578125;294.092529297;291.122344971
3535800;64.0;64.0;9935.66113281;293.012359619;291.980834961
3536400;64.0;64.0;9935.66113281;292.413208008;292.504272461
3537000;64.0;64.0;9935.66113281;292.024414062;292.841674805
3537600;64.0;64.0;9935.66113281;291.736633301;293.077026367
3538200;64.0;64.0;8461.76171875;291.519073486;293.087982178
3538800;64.0;64.0;8182.19287109;291.353881836;293.090057373
3539400;64.0;64.0;7951.43261719;291.225769043;293.09173584
3540000;64.0;64.0;8351.10351562;291.145629883;293.093170166
3540600;64.0;64.0;8307.49804688;291.144744873;293.094390869
3541200;64.0;64.0;8261.15722656;291.143981934;293.095458984
3541800;64.0;64.0;8218.85351562;291.143341064;293.096435547
3542400;64.0;64.0;8181.06152344;291.14276123;293.097290039
3543000;64.0;64.0;8149.35644531;291.142211914;293.098052979
3543600;64.0;64.0;8125.14306641;291.141723633;293.098754883
3544200;64.0;64.0;8107.0859375;291.141235352;293.099365234
3544800;64.0;64.0;8092.87548828;291.140777588;293.099914551
3545400;64.0;64.0;8080.08544922;291.140319824;293.100463867
3546000;64.0;64.0;8066.52392578;291.139923096;293.100952148
3546600;64.0;64.0;8050.16162109;291.139556885;293.10144043
3547200;64.0;64.0;8029.80908203;291.139221191;293.101959229
3547800;64.0;64.0;8005.19970703;291.138916016;293.10244751
3548400;64.0;64.0;7977.26367188;291.13861084;293.102935791
3549000;64.0;64.0;7948.77099609;291.138366699;293.103393555
3549600;64.0;64.0;7925.81787109;291.138092041;293.103820801
3550200;64.0;64.0;7913.08496094;291.137817383;293.104187012
3550800;64.0;64.0;7909.15722656;291.137512207;293.104522705
3551400;64.0;64.0;7910.20361328;291.137207031;293.104827881
3552000;64.0;64.0;7913.43554688;291.136901855;293.105133057
3552600;64.0;64.0;7916.98388672;291.13659668;293.105407715
3553200;64.0;64.0;7919.17626953;291.136291504;293.105651855
3553800;64.0;64.0;7919.75390625;291.136016846;293.105926514
3554400;64.0;64.0;7919.62255859;291.135772705;293.106201172
3555000;64.0;64.0;7919.07275391;291.135498047;293.10647583
3555600;64.0;64.0;7918.26074219;291.135253906;293.106719971
3556200;64.0;64.0;7917.28320312;291.135040283;293.106964111
3556800;64.0;64.0;7916.10644531;291.134796143;293.107177734
3557400;64.0;64.0;7914.85595703;291.13458252;293.107421875
3558000;64.0;64.0;7913.44921875;291.134399414;293.10760498
3558600;64.0;64.0;7910.43164062;291.134216309;293.107818604
3559200;64.0;64.0;7908.12158203;291.134033203;293.108001709
3559800;64.0;64.0;7909.07910156;291.133850098;293.108215332
3560400;64.0;64.0;7911.78466797;291.133636475;293.108398438
3561000;64.0;64.0;7915.63037109;291.133422852;293.108551025
3561600;64.0;64.0;7920.38916016;291.133239746;293.108734131
3562200;64.0;64.0;7926.18359375;291.133026123;293.108886719
3562800;64.0;64.0;7932.86572266;291.1328125;293.109069824
3563400;64.0;64.0;7940.31201172;291.132598877;293.109222412
3564000;64.0;64.0;7948.36767578;291.132385254;293.109375
3564600;64.0;64.0;7956.25146484;291.132171631;293.10949707
3565200;64.0;64.0;7963.10986328;291.131988525;293.109649658
3565800;64.0;64.0;7969.16357422;291.13180542;293.109802246
3566400;64.0;64.0;7974.953125;291.131622314;293.109954834
3567000;64.0;64.0;7981.25732422;291.131439209;293.110076904
3567600;64.0;64.0;3994.53515625;291.131225586;293.110229492
3568200;64.0;64.0;0.0;290.813354492;292.345611572
3568800;64.0;64.0;0.0;290.587158203;291.840911865
3569400;64.0;64.0;0.0;290.424499512;291.46786499
3570000;64.0;64.0;0.0;290.30770874;291.198486328
3570600;64.0;64.0;0.0;290.227294922;291.007781982
3571200;64.0;64.0;0.0;290.17868042;290.878051758
3571800;64.0;64.0;0.0;290.155273438;290.794281006
3572400;64.0;64.0;0.0;290.147796631;290.740325928
3573000;64.0;64.0;0.0;290.14855957;290.704101562
3573600;64.0;64.0;0.0;290.148071289;290.671722412
3574200;64.0;64.0;0.0;290.148101807;290.64364624
3574800;64.0;64.0;0.0;290.142089844;290.611572266
3575400;64.0;64.0;0.0;290.132995605;290.577972412
3576000;64.0;64.0;0.0;290.122589111;290.544830322
3576600;64.0;64.0;0.0;290.111877441;290.513305664
3577200;64.0;64.0;0.0;290.101470947;290.484069824
3577800;64.0;64.0;0.0;290.091461182;290.457000732
3578400;64.0;64.0;0.0;290.08190918;290.431945801
3579000;64.0;64.0;0.0;290.072967529;290.408691406
3579600;64.0;64.0;0.0;290.06463623;290.387145996
3580200;64.0;64.0;0.0;290.057006836;290.3671875
3580800;64.0;64.0;0.0;290.050109863;290.348754883
3581400;64.0;64.0;0.0;290.04385376;290.331604004
3582000;64.0;64.0;0.0;290.038208008;290.315612793
3582600;64.0;64.0;0.0;290.032989502;290.300537109
3583200;64.0;64.0;0.0;290.028167725;290.286254883
3583800;64.0;64.0;0.0;290.023651123;290.272583008
3584400;64.0;64.0;0.0;290.019287109;290.259277344
3585000;64.0;64.0;0.0;290.014770508;290.246002197
3585600;64.0;64.0;0.0;290.00994873;290.232391357
3586200;64.0;64.0;0.0;290.004669189;290.218261719
3586800;64.0;64.0;0.0;289.998901367;290.203491211
3587400;64.0;64.0;0.0;289.992523193;290.187896729
3588000;64.0;64.0;0.0;289.98538208;290.171325684
3588600;64.0;64.0;0.0;289.977203369;290.15335083
3589200;64.0;64.0;0.0;289.967834473;290.133728027
3589800;64.0;64.0;0.0;289.957458496;290.112609863
3590400;64.0;64.0;0.0;289.946166992;290.090087891
3591000;64.0;64.0;0.0;289.934051514;290.066345215
3591600;64.0;64.0;0.0;289.921661377;290.042022705
3592200;64.0;64.0;0.0;289.909790039;290.018218994
3592800;64.0;64.0;0.0;289.898773193;289.995574951
3593400;64.0;64.0;0.0;289.888549805;289.974090576
3594000;64.0;64.0;0.0;289.878540039;289.953125
3594600;64.0;64.0;0.0;289.867736816;289.931304932
3595200;64.0;64.0;0.0;289.855041504;289.906982422
3595800;64.0;64.0;0.0;289.840057373;289.879364014
3596400;64.0;64.0;0.0;289.822570801;289.848052979
3597000;64.0;64.0;0.0;289.80279541;289.813201904
3597600;64.0;64.0;0.0;289.780822754;289.775024414
3598200;64.0;64.0;0.0;289.757110596;289.734100342
3598800;64.0;64.0;0.0;289.731933594;289.690948486
3599400;64.0;64.0;0.0;289.705322266;289.645751953
3600000;64.0;64.0;0.0;289.677246094;289.598419189
3600600;64.0;64.0;0.0;289.647827148;289.549194336
3601200;64.0;64.0;0.0;289.61730957;289.498321533
3601800;64.0;64.0;0.0;289.586212158;289.446533203
3602400;64.0;64.0;0.0;289.555419922;289.395019531
3603000;64.0;64.0;0.0;289.525665283;289.34475708
3603600;64.0;64.0;9673.63964844;289.49697876;289.295898438
3604200;64.0;64.0;19347.2792969;290.856018066;290.631195068
3604800;64.0;64.0;14224.2275391;291.669494629;291.114746094
3605400;64.0;64.0;14016.3701172;292.129547119;291.116271973
3606000;64.0;64.0;13879.8466797;292.405151367;291.117248535
3606600;64.0;64.0;13778.5917969;292.588623047;291.118011475
3607200;64.0;64.0;13701.4042969;292.725372314;291.118560791
3607800;64.0;64.0;13641.2861328;292.837127686;291.119018555
3608400;64.0;64.0;13593.4404297;292.934539795;291.119354248
3609000;64.0;64.0;13554.8759766;293.023010254;291.119628906
3609600;64.0;64.0;13523.6943359;293.10534668;291.119873047
3610200;64.0;64.0;13498.7109375;293.183166504;291.120056152
3610800;64.0;64.0;13479.2402344;293.257354736;291.120178223
3611400;64.0;64.0;13464.5253906;293.328521729;291.120300293
3612000;64.0;64.0;13453.4921875;293.397094727;291.120391846
3612600;64.0;64.0;13445.3378906;293.463470459;291.120452881
3613200;64.0;64.0;13439.3378906;293.527984619;291.120483398
3613800;64.0;64.0;13434.8935547;293.590881348;291.120513916
3614400;64.0;64.0;13431.5146484;293.652435303;291.120544434
3615000;64.0;64.0;13428.9345703;293.712890625;291.120574951
3615600;64.0;64.0;13427.1455078;293.772399902;291.120574951
3616200;64.0;64.0;13426.0742188;293.83102417;291.120574951
3616800;64.0;64.0;13425.6445312;293.88885498;291.120574951
3617400;64.0;64.0;13425.7910156;293.945983887;291.120574951
3618000;64.0;64.0;13426.4599609;294.002441406;291.120574951
3618600;64.0;64.0;13427.5732422;294.058288574;291.120574951
3619200;64.0;64.0;12992.7929688;294.084228516;291.120574951
3619800;64.0;64.0;12785.0380859;294.085754395;291.120544434
3620400;64.0;64.0;12592.9199219;294.087188721;291.120544434
3621000;64.0;64.0;12414.5136719;294.088531494;291.120513916
3621600;64.0;64.0;11091.9140625;294.089752197;291.120483398
3622200;64.0;64.0;9935.66113281;292.966156006;291.942810059
3622800;64.0;64.0;9935.66113281;292.346679688;292.442687988
3623400;64.0;64.0;9935.66113281;291.946655273;292.764648438
3624000;64.0;64.0;9935.66113281;291.650390625;292.98916626
3624600;64.0;64.0;8814.60058594;291.426177979;293.085418701
3625200;64.0;64.0;8522.3828125;291.25567627;293.087554932
3625800;64.0;64.0;9020.05859375;291.144592285;293.089294434
3626400;64.0;64.0;8960.29492188;291.143554688;293.090789795
3627000;64.0;64.0;8895.11425781;291.14276123;293.092041016
3627600;64.0;64.0;8836.89453125;291.142059326;293.093170166
3628200;64.0;64.0;8785.33105469;291.141448975;293.094177246
3628800;64.0;64.0;8739.90136719;291.140899658;293.095062256
3629400;64.0;64.0;8700.04296875;291.140380859;293.095855713
3630000;64.0;64.0;8664.79882812;291.139923096;293.096588135
3630600;64.0;64.0;8633.1953125;291.139465332;293.097259521
3631200;64.0;64.0;8604.265625;291.139038086;293.097900391
3631800;64.0;64.0;8577.07128906;291.138671875;293.098480225
3632400;64.0;64.0;8550.6875;291.138305664;293.099029541
3633000;64.0;64.0;8524.38378906;291.137969971;293.099578857
3633600;64.0;64.0;8497.69921875;291.137634277;293.100097656
3634200;64.0;64.0;8470.45898438;291.137359619;293.100585938
3634800;64.0;64.0;8444.59667969;291.137054443;293.101043701
3635400;64.0;64.0;8421.29101562;291.136779785;293.101501465
3636000;64.0;64.0;8398.19042969;291.136505127;293.101959229
3636600;64.0;64.0;8375.359375;291.136230469;293.102386475
3637200;64.0;64.0;8352.67285156;291.135986328;293.102813721
3637800;64.0;64.0;8330.59863281;291.135742188;293.103210449
3638400;64.0;64.0;8309.81152344;291.135528564;293.103607178
3639000;64.0;64.0;8291.09960938;291.135284424;293.103973389
3639600;64.0;64.0;8275.30273438;291.135070801;293.104309082
3640200;64.0;64.0;8263.70507812;291.13482666;293.104614258
3640800;64.0;64.0;8256.65527344;291.13458252;293.104919434
3641400;64.0;64.0;8252.6953125;291.134368896;293.105163574
3642000;64.0;64.0;8249.49511719;291.134124756;293.105407715
3642600;64.0;64.0;8243.79785156;291.13394165;293.105651855
3643200;64.0;64.0;8237.20996094;291.133758545;293.105895996
3643800;64.0;64.0;8230.71679688;291.133544922;293.106140137
3644400;64.0;64.0;8224.13867188;291.133361816;293.106384277
3645000;64.0;64.0;8218.08789062;291.133148193;293.106628418
3645600;64.0;64.0;8213.07324219;291.132965088;293.106872559
3646200;64.0;64.0;8209.88476562;291.132751465;293.107086182
3646800;64.0;64.0;8209.28320312;291.132537842;293.107299805
3647400;64.0;64.0;8211.4140625;291.132324219;293.107513428
3648000;64.0;64.0;8215.52734375;291.132110596;293.107696533
3648600;64.0;64.0;8221.10449219;291.131896973;293.107849121
3649200;64.0;64.0;8227.67578125;291.13168335;293.108032227
3649800;64.0;64.0;8234.84863281;291.131469727;293.108184814
3650400;64.0;64.0;8242.29101562;291.131256104;293.108337402
3651000;64.0;64.0;8249.77832031;291.13104248;293.10848999
3651600;64.0;64.0;8257.30664062;291.130859375;293.108642578
3652200;64.0;64.0;8264.95800781;291.130645752;293.108795166
3652800;64.0;64.0;8272.84765625;291.130462646;293.108917236
3653400;64.0;64.0;8280.74121094;291.130249023;293.109069824
3654000;64.0;64.0;4143.85595703;291.130065918;293.109191895
3654600;64.0;64.0;0.0;290.792755127;292.326843262
3655200;64.0;64.0;0.0;290.553161621;291.811798096
3655800;64.0;64.0;0.0;290.380828857;291.43145752
3656400;64.0;64.0;0.0;290.256011963;291.155578613
3657000;64.0;64.0;0.0;290.167388916;290.957122803
3657600;64.0;64.0;0.0;290.109924316;290.817962646
3658200;64.0;64.0;0.0;290.079406738;290.725891113
3658800;64.0;64.0;0.0;290.064086914;290.662597656
3659400;64.0;64.0;0.0;290.051239014;290.609802246
3660000;64.0;64.0;0.0;290.037597656;290.56072998
3660600;64.0;64.0;0.0;290.023864746;290.515014648
3661200;64.0;64.0;0.0;290.006286621;290.467712402
3661800;64.0;64.0;0.0;289.988098145;290.421875
3662400;64.0;64.0;0.0;289.970306396;290.378631592
3663000;64.0;64.0;0.0;289.953430176;290.338409424
3663600;64.0;64.0;0.0;289.937744141;290.301269531
3664200;64.0;64.0;0.0;289.923400879;290.267211914
3664800;64.0;64.0;0.0;289.910430908;290.23614502
3665400;64.0;64.0;0.0;289.898742676;290.207824707
3666000;64.0;64.0;0.0;289.888244629;290.181976318
3666600;64.0;64.0;0.0;289.878845215;290.15838623
3667200;64.0;64.0;0.0;289.870422363;290.136749268
3667800;64.0;64.0;0.0;289.862823486;290.116790771
3668400;64.0;64.0;0.0;289.855865479;290.098175049
3669000;64.0;64.0;0.0;289.849212646;290.080474854
3669600;64.0;64.0;0.0;289.842529297;290.063140869
3670200;64.0;64.0;0.0;289.835449219;290.045623779
3670800;64.0;64.0;0.0;289.827667236;290.02746582
3671400;64.0;64.0;0.0;289.819122314;290.008483887
3672000;64.0;64.0;0.0;289.809875488;289.988677979
3672600;64.0;64.0;0.0;289.79989624;289.967926025
3673200;64.0;64.0;0.0;289.788818359;289.945861816
3673800;64.0;64.0;0.0;289.776489258;289.922302246
3674400;64.0;64.0;0.0;289.762908936;289.897277832
3675000;64.0;64.0;0.0;289.748352051;289.870910645
3675600;64.0;64.0;0.0;289.733154297;289.843597412
3676200;64.0;64.0;0.0;289.717834473;289.815856934
